I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
8430,,2009,11,3,23,26,52,14,5.1,,,5.1,4.9,,,,IRAN,,IRAN:  BANDAR ABBAS,27.334,56.202,140,,,,,269,3,,1,,,,,,,,,269,3,,1,,,,1
8451,,2009,11,8,19,41,43.3,18,6.6,6.6,6.5,6.3,,,,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,60,2,1,,,200,3,2.43,2,,,,,2,1,,,200,3,2.43,2,,,,2
8592,,2009,11,27,8,15,53.3,7,5.4,5.4,5,5.4,,,,,VENEZUELA,,VENEZUELA:  SIQUISIQUE,10.434,-69.715,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8792,,2009,12,6,21,51,59.8,2,3.5,,,,3.5,,,,SOUTH AFRICA,,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,10,2,1,,,3,1,,,,,,,2,1,,,3,1,,,,,,
8793,,2009,12,8,3,8,57.2,8,5.9,5.9,5.9,5.9,,,,,MALAWI,,MALAWI:  KARONGA,-9.948,33.878,10,1,1,,,15,1,,3,,,,,1,1,,,15,1,,3,,,3000,4
8794,,2009,12,12,11,51,25.7,10,5.1,,,5.1,,,,,INDIA,,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,60,,,,,,,,1,,,,,,,,,,,,1,,,,2
8795,,2009,12,17,23,45,36.4,7,4.9,,,4.9,,,,,JAPAN,,JAPAN:  HONSHU:  ITO,34.921,139.261,30,,,,,7,1,,1,,,,,,,,,7,1,,1,,,20,1
8652,,2009,12,19,13,2,17,57,6.4,6.4,,6.2,,,,,TAIWAN,,TAIWAN:  HUALIEN,23.796,121.605,30,,,,,14,1,,1,,,,1,,,,,14,1,,1,,,,1
8632,,2009,12,19,23,19,15.5,6,6,6,6,6,,,,,MALAWI,,MALAWI:  KARONGA,-10.108,33.818,10,3,1,,,250,3,,3,1111,4,1111,4,3,1,,,250,3,,3,1111,4,3565,4
8812,,2009,12,30,18,48,57.7,9,5.9,5.9,5.7,5.7,,,,,MEXICO,,MEXICO:  MEXICALI,32.437,-115.165,150,,,,,,,,1,,,,,,,,,,,,1,,,,2
8813,,2009,12,31,9,57,29.7,10,5.2,,5.2,5.5,,,,,BHUTAN,,BHUTAN:  DAMETSI,27.319,91.51,60,,,,,2,1,,2,,,,,,,,,2,1,,2,,,700,3
8693,,2010,1,2,2,15,12,47,5.1,,5.1,5.4,,,,,TAJIKISTAN,,TAJIKISTAN,38.245,71.467,40,,,,,,,1.5,2,98,2,1000,3,,,,,,,1.5,2,98,2,1000,3
8672,Tsu,2010,1,3,21,48,5.3,26,6.6,6.6,6.4,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.743,157.477,170,,,,,,,,,,,,,,,,,,,,,,,,
8673,Tsu,2010,1,3,22,36,27.9,25,7.1,7.1,7.1,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346,170,,,,,,,,1,16,1,60,2,,,,,,,,1,16,1,60,2
8692,Tsu,2010,1,5,12,15,32.2,15,6.8,6.8,6.7,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.019,157.551,170,,,,,,,,,,,,,,,,,,,,,,,,
8992,,2010,1,10,0,25,4.2,65,5.1,,,5.1,,,,,INDONESIA,,INDONESIA:  JAVA:  GARUT,-7.907,107.879,60,1,1,,,2,1,,,,,,,1,1,,,2,1,,,,,,
8712,,2010,1,10,0,27,39.3,29,6.5,6.5,6.3,6.5,,,,,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,150,,,,,30,1,21.8,3,,,,,,,,,30,1,21.8,3,,,,
8732,Tsu,2010,1,12,21,53,10,13,7,7,7.3,6.8,,,,,HAITI,,HAITI:  PORT-AU-PRINCE,18.457,-72.533,90,316000,4,,,30000,4,8000,4,97294,4,188383,4,316000,4,,,300000,4,8000,4,97294,4,188383,4
8993,,2010,1,15,18,0,46.7,8,5.5,5.5,5.2,5.4,,,,,VENEZUELA,,VENEZUELA:  CARIACO,10.454,-63.475,160,,,,,11,1,,1,,,3,1,,,,,11,1,,1,,,3,1
8994,,2010,1,16,20,23,37,5,5,,,5,,,,,IRAN,,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,140,,,,,,,,2,,,,,,,,,,,,2,,,150,3
8995,,2010,1,17,9,37,26.1,27,4.4,,,4.4,,,,,CHINA,,CHINA:  GUIZHOU PROVINCE,25.558,105.804,30,7,1,1,,9,1,,,,,,,7,1,1,1,9,1,,,,,,
8752,,2010,1,30,21,36,58,10,4.7,,4.7,5.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,30,1,1,,,15,1,,2,200,3,200,3,1,1,,,15,1,,2,200,3,,
9052,,2010,2,25,4,56,51.9,36,4.8,,4.8,5.2,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.523,101.903,30,,,,,11,1,,1,,,,1,,,,,11,1,,1,,,,1
9032,Tsu,2010,2,26,20,31,26.9,25,7,7,7,6,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,30,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
8872,Tsu,2010,2,27,6,34,11.5,23,8.8,8.8,8.5,7.2,,,,9,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,160,402,3,,,12000,4,30000,4,,,500000,4,558,3,,,12000,4,30000,4,,,500000,4
9053,,2010,2,27,15,45,37,10,6.3,,,6.3,,,,,ARGENTINA,,ARGENTINA:  SALTA,-24.872,-65.602,160,2,1,,,2,1,,,,,,,2,1,,,2,1,,,,,,
9152,,2010,3,4,0,18,51.2,21,6.3,6.3,6.2,6.2,,,,,TAIWAN,,TAIWAN:  KAO-HSIUNG,22.918,120.795,30,,,,,96,2,1000,4,,,,,,,,,96,2,1000,4,,,340,3
8892,,2010,3,8,2,32,34.7,12,6.1,6.1,6,5.9,,,,,TURKEY,,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,140,51,2,,,100,2,,2,287,3,287,3,51,2,,,100,2,,2,287,3,700,3
8912,Tsu,2010,3,11,14,39,43.9,11,6.9,6.9,7,6.7,,,,,CHILE,,CHILE:  RANCAGUA,-34.29,-71.891,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9372,,2010,3,30,16,54,46.7,34,6.7,6.7,6.3,6.5,,,,,INDIA,,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,60,,,,,10,1,,2,,,,,,,,,10,1,,2,,,,3
8932,,2010,4,4,22,40,43.1,4,7.2,7.2,7.3,6.4,,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,150,2,1,,,233,3,1150,4,,,,3,2,1,,,233,3,1150,4,,,,3
8973,Tsu,2010,4,6,22,15,1.5,31,7.8,7.8,7.9,7,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.383,97.048,60,,,,,,,,,,,,,,,,,,,,,,,,
8972,,2010,4,13,23,49,38.3,17,6.9,6.9,7,6.5,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,,,2220,4,70,2,12135,4,500,4,15000,4,,
9012,,2010,4,18,20,28,50.2,13,5.6,5.6,5.4,5.7,,,,,AFGHANISTAN,,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,40,11,1,,,70,2,,4,2000,4,,,11,1,,,70,2,,4,2000,4,,
9033,,2010,4,20,0,17,8,0,5.2,,,5.2,5,,,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.794,121.406,60,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,1
9512,,2010,5,1,22,36,29.3,36,4.5,,,4.5,,,,,INDIA,,INDIA:  CHAMOLI,30.099,80.026,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9513,,2010,5,6,2,42,47.9,37,6.2,6.2,5.9,6.7,,,,,PERU,,PERU:  TACNA,-18.058,-70.547,160,,,,,11,1,,2,,,,,,,,,11,1,,2,,,,2
9092,,2010,5,9,5,59,41.6,38,7.2,7.2,7.3,6.6,,,,,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9132,,2010,5,14,12,29,22.3,2,5.2,,,5.2,5.2,,,,ALGERIA,,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,15,2,1,,,43,1,,,,,,,2,1,,,43,1,,,,,,
9514,,2010,5,16,5,16,10,113,5.8,5.8,,5.4,,,,,USA TERRITORY,PR,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,90,,,,,,,,1,,,,,,,,,,,,1,,,,1
9172,Tsu,2010,5,29,11,46,50.3,10,4.4,,,4.4,,,,,USA TERRITORY,MP,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,170,,,,,,,,,,,,,,,,,,,,,,,,
9252,Tsu,2010,6,12,19,26,50.4,35,7.5,7.5,7.5,7,,,,6,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,60,,,,,,,,,,,,,,,,,,,,,,,,
9764,,2010,6,15,4,26,58.4,5,5.8,5.8,5.7,5.6,,,,,USA,CA,CALIFORNIA:  OCOTILLO,32.7,-115.921,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
9292,,2010,6,16,3,16,27.5,18,7,7,7.1,6.7,,,,6,INDONESIA,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,170,17,1,,,,,,3,2556,4,,,17,1,,,,,,3,2556,4,,
9765,,2010,6,18,23,9,31,20,5.9,5.9,5.9,6.1,,,,,INDIA,,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,60,,,,,,,,1,,,,,,,,,,,,1,,,,2
9766,,2010,6,22,23,14,10.8,16,5.2,,,5.2,5.2,,,,INDIA,,INDIA:  TAULI,29.872,80.428,60,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
9373,,2010,6,23,17,41,41,22,5.2,5.2,,5.5,,,,6,CANADA,,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,150,,,,,,,,1,,,,,,,,,,,,1,,,,
9767,,2010,6,30,7,22,27.6,20,6.2,6.2,6,5.9,,,,,MEXICO,,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,150,1,1,,,,,,,,,,,1,1,,,,,,,,,,
9412,,2010,7,20,19,38,9.5,10,5.8,5.8,,5.6,,,,,IRAN,,IRAN:  FARSINAJ,27.022,53.861,140,1,1,,,32,1,,2,,,,3,1,1,,,32,1,,2,,,,3
9432,,2010,7,23,22,51,12.4,586,7.6,7.6,,6.9,,,,4,PHILIPPINES,,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,170,,,,,,,,,,,,,,,,,,,,,,,,
9769,,2010,7,30,13,50,13.2,24,5.4,5.4,,5.5,5.8,,,,IRAN,,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,140,,,,,274,3,,3,,,,,,,,,274,3,,3,,,,
9452,Tsu,2010,8,10,5,23,44.9,25,7.2,7.2,7.3,6.4,,,,7,VANUATU,,VANUATU ISLANDS,-17.541,168.069,170,,,,,,,,,,,,,,,,,,,,,,,,
9770,,2010,8,12,11,54,15.5,207,7.1,7.1,,6.4,,,,,ECUADOR,,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9612,Tsu,2010,8,13,21,19,33,10,6.9,6.9,6.9,6.5,,,,,USA TERRITORY,GU,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,170,,,,,,,,,,,,,,,,,,,,,,,,
9472,,2010,8,27,19,23,49.5,7,5.7,5.7,5.5,5.6,,,,,IRAN,,IRAN:  DAMGHAN-TORUD,35.49,54.47,140,3,1,,,200,3,,3,700,3,,,3,1,,,200,3,,3,700,3,,
9771,,2010,8,29,0,53,31.4,35,4.9,,,4.9,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,30,,,,,14,1,,3,,,1001,4,,,,,14,1,,3,,,1001,4
9492,,2010,9,3,16,35,47.7,12,7,7,7.3,6.4,,,,9,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,,,,,2,1,6500,4,,,,3,,,,,2,1,6500,4,,,,3
9772,,2010,9,6,11,24,1.5,9,5,,,5,5.3,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9773,,2010,9,6,22,48,33.2,21,5.1,,,5.1,5.2,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9774,,2010,9,7,19,49,57.4,6,5,,,5,4.7,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9775,,2010,9,10,17,24,16.6,10,4.8,,,4.8,,,,5,BANGLADESH,,BANGLADESH:  NARAYANGANJ,23.407,90.648,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9552,,2010,9,27,11,22,46,27,5.8,5.8,5.6,5.9,6,,,,IRAN,,IRAN:  SHIRAZ,29.647,51.665,140,1,1,,,3,1,,1,,1,,,1,1,,,3,1,,1,,1,,
9777,,2010,10,10,21,44,25.9,33,5.2,,,5.2,,,,,PAKISTAN,,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,60,1,1,,,15,1,,2,,,100,1,1,1,,,15,1,,1,,,100,2
9592,Tsu,2010,10,25,14,42,22,20,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082,60,,,,,,,,,,,,,431,3,,,,,39,4,700,3,,
9632,,2010,11,3,0,56,55,1,5.5,5.5,5.2,5.3,,,,6,SERBIA,,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,130,2,1,,,100,2,,3,1000,3,5000,4,2,,,,100,2,,3,1000,3,5000,4
9803,,2010,11,6,3,52,20,5,4.9,,,4.9,4.7,,,,IRAN,,IRAN:  DORUD-RAZAN,33.37,48.94,140,,,,,104,3,,1,,,,2,,,,,104,2,,1,,,,2
9825,,2010,11,12,9,37,19.9,27,4.7,,,4.7,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.178,67.117,60,,,,,12,1,,1,,,,2,,,,,12,1,,1,,,,2
9827,,2010,12,16,12,14,24.5,10,5.1,,,5.1,,,,,ETHIOPIA,,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,,,,,,3,,2,,,,3,,,,,,3,,2,,,,3
9826,,2010,12,19,5,5,30,5,3.7,,3.7,,,,,,USA,OK,OKLAHOMA:  LUTHER,35.827,-96.772,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
9760,,2010,12,20,18,41,59.2,12,6.5,6.5,6.7,6.7,,,,,IRAN,,IRAN:  KERMAN,28.412,59.18,140,7,1,,,25,1,,3,,3,1800,4,7,1,,,25,1,,3,,3,1800,4
9759,Tsu,2010,12,21,17,19,40.6,14,7.4,7.4,7.5,7,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698,30,,,,,,,,,,,,,,,,,,,,,,,,
9761,Tsu,2010,12,25,13,16,37,16,7.3,7.3,7.4,6.8,,,,,VANUATU,,VANUATU ISLANDS,-19.702,167.947,170,,,,,,,,,,,,,,,,,4,1,,1,,,,
9828,,2010,12,25,21,30,15.7,5,4.5,,,4.5,4.9,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,170,,,,,,,,1,,,20,1,,,,,,,,1,,,20,1
9762,,2011,1,5,16,32,24.2,24,4.5,,,4.5,4.4,,,,IRAN,,IRAN:  FARS PROVINCE,30.16,51.62,140,,,,,16,1,,2,,,,,,,,,16,1,,2,,,,
9811,Tsu,2011,1,9,10,3,44.2,24,6.5,6.5,6.4,6.1,,,,,VANUATU,,VANUATU ISLANDS,-19.157,168.311,170,,,,,,,,,,,,,,,,,,,,,,,,
9763,,2011,1,18,20,23,23.4,68,7.2,7.2,,6.7,,,,,PAKISTAN,,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,60,3,1,,,,2,,2,200,3,200,3,3,1,,,,2,,2,,,200,3
9830,,2011,2,1,7,11,26,31,4.8,,,4.8,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,30,,,,,1,1,,2,,,700,3,,,,,1,1,,2,,,700,3
9831,,2011,2,4,13,53,46.2,85,6.3,6.3,,6.4,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,24.618,94.68,60,1,1,,,,,,1,,2,,,1,1,,,,,,1,,2,,
9776,Tsu,2011,2,11,20,5,30.7,28,6.8,6.8,,6,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,160,,,,,,,,,,,,,,,,,,,,,,,,
9832,,2011,2,17,22,47,21.5,1,3.1,,,,3.1,,,,USA,CO,COLORADO:  PAONIA,38.947,-107.497,150,,,,,,,,1,,,,,,,,,,,,1,,,,
9779,Tsu,2011,2,21,23,51,42.3,6,6.1,6.1,6.3,6.1,6.3,,,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,170,181,3,,,1500,4,15000,4,100000,4,,,181,3,,,1500,4,15000,4,100000,4,,
9835,,2011,3,3,15,12,1.4,50,5.5,5.5,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.457,125.935,170,,,,,,,,1,,,,2,,,,,,,,1,,,,2
9797,Tsu,2011,3,9,2,45,20.3,32,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,,,,,,,,,,,,,,,,,,,,,,,,
9836,,2011,3,10,4,58,16,26,5.5,5.5,5.3,5.4,5.4,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,30,25,1,,,250,3,,3,1039,4,12528,,25,1,,,250,3,,3,1039,4,12528,4
9799,Tsu,2011,3,11,5,46,24.1,30,9.1,9.1,8.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU,38.297,142.372,30,1475,4,,,6157,4,4401.709,4,2473,4,5618,4,18434,4,,,6157,4,220085.456,4,123661,4,280920,4
9805,,2011,3,11,6,15,40.2,43,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,,,,,,,,,,,,,,,,,,,,,,,,
9806,,2011,3,11,6,25,50.3,19,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,,,,,,,,,,,,,,,,,,,,,,,,
9801,,2011,3,24,13,55,12,8,6.8,6.8,7.1,6.3,7.2,,,,MYANMAR (BURMA),,MYANMAR:  TACHILEK,20.687,99.822,60,75,2,,,123,3,3.6,2,,,10104,4,75,2,,,123,3,3.6,2,,,10104,4
9848,,2011,4,4,11,31,43,26,5.4,5.4,5.1,5.6,,,,,NEPAL,,"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH",29.698,80.754,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9804,Tsu,2011,4,7,14,32,43.2,42,7.1,7.1,7,6.9,,,,,JAPAN,,JAPAN: NEAR E COAST HONSHU,38.276,141.588,30,3,1,,,132,3,,1,,,,,3,1,,,132,3,,1,,,,
9847,,2011,4,10,9,2,47.3,43,5.1,,,5.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,30,,,,,,,,1,,,,1,,,,,,,,1,,1,,
9841,,2011,4,11,8,16,12.7,11,6.6,6.6,6.5,6.4,,,,,JAPAN,,JAPAN:  HONSHU,37.001,140.401,30,7,1,,,,,,1,3,1,,,7,1,,,,,,1,3,1,,
9864,,2011,4,24,23,7,51.4,8,6.1,6.1,5.8,5.7,,,,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,-4.586,122.771,170,,,,,14,1,,2,,2,,,,,,,14,1,,2,,2,,
10440,Tsu,2011,5,10,8,55,9,11,6.8,6.8,6.8,6.4,,,,2,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-20.244,168.226,170,,,,,,,,,,,,,,,,,,,,,,,,
9821,,2011,5,11,16,47,25.7,1,5.1,5.1,,5.3,,,,,SPAIN,,SPAIN:  LORCA,37.699,-1.672,130,10,1,,,,3,,1,,1,,1,10,1,,,,3,,1,,1,,
9833,,2011,5,19,21,12,51,7,4.3,,,4.3,4.6,,,,TURKEY,,TURKEY:  SIMAV,39.12,29.04,140,2,1,,,125,3,,1,,,,2,2,1,,,125,3,,1,,,,2
9857,,2011,6,8,1,53,26,21,5.3,,,5.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,40,,,,,8,1,,1,,,50,1,,,,,8,1,,1,,,50,1
9858,,2011,6,13,2,20,49.3,6,6,6,6,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,170,1,1,,,45,1,3000,4,100,2,,,1,1,,,45,1,3000,4,100,2,,
9859,,2011,6,20,10,16,55.2,39,5.3,,,5.3,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,30,,,,,4,1,,2,,,,,,,,,4,1,,2,,,,
9824,Tsu,2011,6,24,3,9,39.4,52,7.3,7.3,,6.9,6.7,,,,USA,AK,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,,,,,,,,,,,,,,,,,,,,,,,,
9860,,2011,6,26,7,48,16.7,29,5.3,,,5.3,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,32.447,95.948,40,,,,,,,,1,10,1,,3,,,,,,,,1,10,1,,3
9822,Tsu,2011,7,6,19,3,18.2,17,7.6,7.6,7.8,7,,,,,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,170,,,,,,,,,,,,,,,,,,,,,,,,
9823,Tsu,2011,7,10,0,57,10.8,23,7,7,7,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,,,,,,,,,,,,,,,,,,,,,,,,
9829,,2011,7,19,19,35,43.4,20,6.1,6.1,6.2,6.1,,,,,UZBEKISTAN,,"UZBEKISTAN:  FARGONA, VIOLYATI",40.081,71.41,40,14,1,,,86,2,,1,,2,,,14,1,,,86,2,,1,,2,,
9862,,2011,8,9,11,50,22.2,40,5,,,5,,,,,CHINA,,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,30,,,,,,,,3,,,22823,4,,,,,3,1,,3,,,22823,4
9872,,2011,8,11,10,6,29.3,10,5.7,5.7,5.3,5.3,,,,,CHINA,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,40,,,,,21,1,,2,,,,,,,,,21,1,,2,,,,
9838,Tsu,2011,8,20,16,55,2.8,32,7.1,7.1,7.1,6.2,,,,,VANUATU,,VANUATU ISLANDS,-18.365,168.143,170,,,,,,,,,,,,,,,,,,,,,,,,
9837,Tsu,2011,8,20,18,19,23.5,28,7,7,7.1,6.4,,,,,VANUATU,,VANUATU ISLANDS,-18.311,168.218,170,,,,,,,,,,,,,,,,,,,,,,,,
9873,,2011,8,23,5,46,18.2,4,5.4,5.4,,5,,,,7,USA,CO,COLORADO:  SEGUNDO,37.063,-104.701,150,,,,,,,,2,,,,,,,,,,,,2,,,,
9861,,2011,8,23,17,51,4.5,6,5.8,5.8,5.6,5.9,,,,7,USA,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,150,,,,,,,,2,,,,,,,,,,,,2,,,,
9839,Tsu,2011,9,2,10,55,53.5,32,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,,,,,,,,,,,,,,,,,,,,,,,,
9840,,2011,9,5,17,55,11.2,91,6.7,6.7,,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.965,97.893,60,10,1,,,,,,1,,,,2,10,1,,,,,,1,,,,2
9874,,2011,9,7,17,58,18.7,10,4.3,,,4.3,,,,,INDIA,,INDIA:  DELHI,28.724,77.189,60,,,,,1,1,,,,,,,,,,,1,1,,1,,,,
9842,,2011,9,18,12,40,51.8,50,6.9,6.9,6.7,6.6,,,,,INDIA,,INDIA:  SIKKIM,27.73,88.155,60,111,3,,,177,3,22.3,3,6000,4,6000,4,111,3,,,177,3,22.3,3,,4,6000,4
9843,,2011,9,19,18,33,55.8,9,5.6,5.6,5.3,5.1,,,,,GUATEMALA,,GUATEMALA:  CUILAPA SANTA ROSA,14.186,-90.238,100,1,1,,,,,,1,,,,,1,1,,,,,,1,,,,
9875,,2011,10,20,17,18,34.1,10,5,,,5,,,,,INDIA,,INDIA:  GUJARAT,21.211,70.533,60,,,,,34,1,,3,,,3000,4,,,,,34,1,,3,,,3000,4
9846,Tsu,2011,10,21,17,57,16.1,33,7.4,7.4,7.5,6.4,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.993,-176.238,170,,,,,,,,,,,,,,,,,,,,,,,,
9845,,2011,10,23,10,41,22.9,16,7.1,7.1,7.3,6.9,,,,,TURKEY,,"TURKEY:  ERCIS, VAN",38.722,43.513,140,604,3,,,2608,4,1500,4,5739,4,4882,4,604,3,,,2608,4,1500,4,5739,4,4882,4
9886,,2011,10,28,18,54,34,24,6.9,6.9,6.9,6.5,,,,,PERU,,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,160,1,1,,,103,3,,2,134,3,,,1,1,,,103,2,,2,134,3,,
9887,,2011,10,29,0,43,55.1,10,3.5,,,,3.5,,,,INDIA,,INDIA:  SIKKIM,27.449,88.684,60,2,1,,,,,,,,,,,2,1,,,,,,,,,,
9888,,2011,10,29,13,50,49,3,4,,,4,4,,,,ECUADOR,,ECUADOR:  POMASQUI,-0.13,-78.37,160,,,,,,,,1,,,,2,,,,,,,,1,,,,2
